MiB,delay,tcp_size,parallel_buffer,N,run,seconds
10240,80,big,100,2,1,18.4138820171
10240,80,big,100,2,2,23.4901149273
10240,80,big,100,2,3,21.327750206
10240,80,big,100,2,4,27.8192379475
10240,80,big,100,2,5,17.7508490086
10240,80,big,100,2,6,19.9992609024
10240,80,big,100,2,7,22.9589841366
10240,80,big,100,2,8,19.6107139587
10240,80,big,100,2,9,20.6562559605
10240,80,big,100,2,10,19.1211349964
10240,80,big,100,3,1,16.8751838207
10240,80,big,100,3,2,15.333081007
10240,80,big,100,3,3,19.0605540276
10240,80,big,100,3,4,19.2829339504
10240,80,big,100,3,5,26.9818181992
10240,80,big,100,3,6,18.1065351963
10240,80,big,100,3,7,17.8080048561
10240,80,big,100,3,8,20.5202479362
10240,80,big,100,3,9,21.9508960247
10240,80,big,100,3,10,16.884526968
10240,80,big,100,4,1,29.0736479759
10240,80,big,100,4,2,18.4184830189
10240,80,big,100,4,3,37.9844861031
10240,80,big,100,4,4,21.5538668633
10240,80,big,100,4,5,20.3280780315
10240,80,big,100,4,6,27.1696951389
10240,80,big,100,4,7,20.7237930298
10240,80,big,100,4,8,27.6761388779
10240,80,big,100,4,9,20.9331820011
10240,80,big,100,4,10,21.4460470676
10240,80,big,100,8,1,30.4419350624
10240,80,big,100,8,2,49.935338974
10240,80,big,100,8,3,44.8064818382
10240,80,big,100,8,4,43.3539609909
10240,80,big,100,8,5,43.9690160751
10240,80,big,100,8,6,41.0055778027
10240,80,big,100,8,7,39.1780731678
10240,80,big,100,8,8,36.5130689144
10240,80,big,100,8,9,43.7449169159
10240,80,big,100,8,10,40.0787341595
10240,80,big,100,16,1,37.6823279858
10240,80,big,100,16,2,39.2249529362
10240,80,big,100,16,3,35.4735291004
10240,80,big,100,16,4,41.5783009529
10240,80,big,100,16,5,44.1538197994
10240,80,big,100,16,6,45.1747817993
10240,80,big,100,16,7,44.9179568291
10240,80,big,100,16,8,37.0132350922
10240,80,big,100,16,9,36.8112680912
10240,80,big,100,16,10,33.603290081
10240,90,big,100,1,1,46.8462729454
10240,90,big,100,1,2,46.1485681534
10240,90,big,100,1,3,46.3105771542
10240,90,big,100,1,4,46.3176169395
10240,90,big,100,1,5,46.2153129578
10240,90,big,100,1,6,46.2779819965
10240,90,big,100,1,7,46.4529640675
10240,90,big,100,1,8,47.1821010113
10240,90,big,100,1,9,46.4335680008
10240,90,big,100,1,10,46.3701760769
10240,90,big,100,2,1,25.2767410278
10240,90,big,100,2,2,22.6973540783
10240,90,big,100,2,3,20.3089590073
10240,90,big,100,2,4,19.2920508385
10240,90,big,100,2,5,22.5415718555
10240,90,big,100,2,6,25.2446460724
10240,90,big,100,2,7,22.3009238243
10240,90,big,100,2,8,17.9971671104
10240,90,big,100,2,9,22.5308179855
10240,90,big,100,2,10,19.3136470318
10240,90,big,100,3,1,18.1996672153
10240,90,big,100,3,2,28.2141709328
10240,90,big,100,3,3,19.1340990067
10240,90,big,100,3,4,22.2973320484
10240,90,big,100,3,5,20.8108198643
10240,90,big,100,3,6,21.7659261227
10240,90,big,100,3,7,21.8794248104
10240,90,big,100,3,8,22.7033858299
10240,90,big,100,3,9,26.3827579021
10240,90,big,100,3,10,18.3600330353
10240,90,big,100,4,1,45.0186300278
10240,90,big,100,4,2,25.8327760696
10240,90,big,100,4,3,22.212487936
10240,90,big,100,4,4,40.1156411171
10240,90,big,100,4,5,20.2417378426
10240,90,big,100,4,6,38.4913191795
10240,90,big,100,4,7,27.7702231407
10240,90,big,100,4,8,22.9577918053
10240,90,big,100,4,9,39.6978008747
10240,90,big,100,4,10,24.375180006
10240,90,big,100,8,1,44.4939329624
10240,90,big,100,8,2,46.0438420773
10240,90,big,100,8,3,48.2697050571
10240,90,big,100,8,4,45.1597151756
10240,90,big,100,8,5,47.0025851727
10240,90,big,100,8,6,44.272881031
10240,90,big,100,8,7,48.4138109684
10240,90,big,100,8,8,37.8548560143
10240,90,big,100,8,9,53.8310360909
10240,90,big,100,8,10,40.6334350109
10240,90,big,100,16,1,46.1474030018
10240,90,big,100,16,2,39.6130390167
10240,90,big,100,16,3,40.7904469967
10240,90,big,100,16,4,42.1332688332
10240,90,big,100,16,5,44.5297980309
10240,90,big,100,16,6,39.7722361088
10240,90,big,100,16,7,39.6784222126
10240,90,big,100,16,8,44.1279189587
10240,90,big,100,16,9,45.4123170376
10240,90,big,100,16,10,40.212487936
10240,100,big,100,1,1,49.7835938931
10240,100,big,100,1,2,49.8829460144
10240,100,big,100,1,3,49.7815849781
10240,100,big,100,1,4,50.5020949841
10240,100,big,100,1,5,49.9430558681
